order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price,amount,channel,status
O000961,2024-06-20,C0118,P0011,장구 에어프라이어 5.5L,가전,1,89000,89000,앱,배송완료
O000388,2024-06-21,C0025,P0014,승승 데일리 코튼 후드티,패션의류,1,39000,39000,웹,배송완료
O000850,2024-06-21,C0010,P0030,리빙 대용량 식기건조대,생활용품,1,31500,31500,웹,배송완료
O001087,2024-06-21,C0171,P0009,장구 무선 핸디 청소기,가전,1,103200,103200,웹,취소
O002239,2024-06-21,C0095,P0030,리빙 대용량 식기건조대,생활용품,5,35000,175000,앱,취소
O000026,2024-06-22,C0121,P0003,승승 스마트워치 Fit 5,전자기기,1,159000,159000,앱,배송완료
O000201,2024-06-22,C0127,P0023,승승 프리미엄 원두커피 1kg,식품,2,23800,-47600,웹,배송완료
O000270,2024-06-22,C0175,P0030,리빙 대용량 식기건조대,생활용품,5,35000,175000,웹,배송완료
O000354,2024-06-22,C0094,P0028,리빙 4계절 차렵이불 퀸,생활용품,1,58650,58650,전화,결제완료
O000483,2024-06-22,C0039,P0032,리빙 스테인리스 텀블러 500ml,생활용품,1,17600,17600,앱,배송완료
O000768,2024-06-22,C0064,P0013,장구 전기포트 1.7L 온도조절,가전,2,49000,98000,전화,배송완료
O001619,2024-06-22,C0154,P0008,장구 로봇청소기 CleanX,가전,1,449000,449000,웹,배송완료
O001880,2024-06-22,C0009,P0037,북하우스 베스트셀러 소설 세트,도서,2,42000,84000,웹,결제완료
O001268,2024-06-23,C0178,P0015,승승 경량 패딩 점퍼,패션의류,1,119000,119000,웹,배송완료
O001945,2024-06-23,C0037,P0037,북하우스 베스트셀러 소설 세트,도서,1,42000,42000,웹,배송완료
O000019,2024-06-24,C0050,P0006,승승 기계식 게이밍 키보드,전자기기,1,71200,71200,웹,배송완료
O001449,2024-06-24,C0121,P0025,승승 현미 잡곡 10kg,식품,1,39000,39000,웹,배송완료
O000424,2024-06-26,C0107,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,2,219000,438000,웹,취소
O001756,2024-06-26,C0074,P0018,승승 방수 트레킹 자켓,패션의류,1,99000,99000,앱,배송완료
O002098,2024-06-26,C0065,P0018,승승 방수 트레킹 자켓,패션의류,1,99000,99000,앱,결제완료
O000216,2024-06-27,C0061,P0009,장구 무선 핸디 청소기,가전,1,103200,103200,전화,배송완료
O000286,2024-06-27,C0192,P0026,승승 콜드브루 스틱 30개입,식품,1,18000,18000,웹,취소
O000348,2024-06-27,C0093,P0003,승승 스마트워치 Fit 5,전자기기,1,159000,159000,웹,배송완료
O000440,2024-06-27,C0125,P0010,장구 공기청정기 미세 30평형,가전,2,329000,658000,앱,결제완료
O000830,2024-06-27,C0161,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,1,45000,45000,앱,배송완료
O001236,2024-06-27,C0194,P0033,스포라이프 요가매트 10mm,스포츠레저,1,32000,32000,웹,배송완료
O002061,2024-06-27,C0034,P0038,북하우스 코딩 입문 자습서,도서,1,28000,28000,웹,배송완료
O000606,2024-06-28,C0034,P0012,장구 초고속 블렌더 1200W,가전,1,119000,119000,앱,배송완료
O000046,2024-06-30,C0083,P0020,뷰티풀 비타민C 세럼 30ml,뷰티,1,34000,34000,앱,배송완료
O000090,2024-06-30,C0115,P0018,승승 방수 트레킹 자켓,패션의류,5,99000,495000,웹,배송완료
O000783,2024-06-30,C0107,P0011,장구 에어프라이어 5.5L,가전,1,75650,75650,웹,배송완료
O000890,2024-07-01,C0196,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,1,36000,36000,웹,배송완료
O000942,2024-07-01,C0128,P0023,승승 프리미엄 원두커피 1kg,식품,1,28000,28000,앱,배송완료
O001125,2024-07-01,C0038,P0031,리빙 친환경 주방세제 리필 5L,생활용품,2,16800,33600,앱,배송완료
O001751,2024-07-01,C0024,P0015,승승 경량 패딩 점퍼,패션의류,2,119000,238000,전화,배송완료
O002183,2024-07-01,C0194,P0009,장구 무선 핸디 청소기,가전,1,129000,129000,전화,배송완료
O001198,2024-07-02,C0149,P0012,장구 초고속 블렌더 1200W,가전,1,119000,119000,웹,배송완료
O001293,2024-07-02,C0128,P0033,스포라이프 요가매트 10mm,스포츠레저,1,32000,32000,앱,취소
O001674,2024-07-02,C0132,P0005,승승 USB-C 멀티허브 7in1,전자기기,1,45000,45000,웹,결제완료
O002209,2024-07-02,C0099,P0005,승승 USB-C 멀티허브 7in1,전자기기,1,45000,45000,전화,배송완료
O001929,2024-07-04,C0047,P0010,장구 공기청정기 미세 30평형,가전,1,329000,329000,앱,배송완료
O000854,2024-07-05,C0141,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,1,186150,186150,웹,배송완료
O001093,2024-07-05,C0060,P0029,리빙 극세사 베개 2개세트,생활용품,1,26100,26100,웹,배송완료
O001432,2024-07-05,C0116,P0030,리빙 대용량 식기건조대,생활용품,1,28000,28000,앱,환불
O001450,2024-07-05,C0152,P0025,승승 현미 잡곡 10kg,식품,2,35100,70200,전화,결제완료
O000188,2024-07-06,C0161,P0025,승승 현미 잡곡 10kg,식품,1,39000,39000,웹,배송완료
O001118,2024-07-06,C0185,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,1,24000,24000,전화,배송완료
O001294,2024-07-06,C0090,P0004,승승 고속충전 보조배터리 20000mAh,전자기기,2,31200,62400,앱,배송완료
O001541,2024-07-06,C0200,P0014,승승 데일리 코튼 후드티,패션의류,3,39000,117000,앱,취소
O001790,2024-07-06,C0045,P0013,장구 전기포트 1.7L 온도조절,가전,2,49000,98000,앱,배송완료
O000330,2024-07-07,C0120,P0015,승승 경량 패딩 점퍼,패션의류,1,119000,119000,웹,결제완료
O000883,2024-07-07,C0175,P0024,승승 유기농 견과류 믹스 1kg,식품,5,23000,115000,웹,배송완료
O000051,2024-07-08,C0091,P0004,승승 고속충전 보조배터리 20000mAh,전자기기,1,39000,39000,전화,배송중
O000142,2024-07-08,C0097,P0009,장구 무선 핸디 청소기,가전,1,129000,129000,웹,배송완료
O000157,2024-07-08,C0084,P0016,승승 슬림핏 청바지,패션의류,1,59000,59000,앱,배송완료
O001905,2024-07-08,C0162,P0021,뷰티풀 자외선차단 선크림 SPF50,뷰티,1,19000,19000,웹,결제완료
O000488,2024-07-09,C0010,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,1,45000,45000,앱,배송완료
O001067,2024-07-09,C0100,P0001,승승 무선 블루투스 이어버드 SE,전자기기,1,63200,63200,앱,배송완료
O001365,2024-07-09,C0038,P0017,승승 베이직 무지 티셔츠 3팩,패션의류,1,29000,29000,앱,배송완료
O002283,2024-07-09,C0072,P0040,북하우스 자기계발 다이어리 2026,도서,1,14400,14400,전화,취소
O000512,2024-07-10,C0058,P0004,승승 고속충전 보조배터리 20000mAh,전자기기,1,39000,39000,앱,배송완료
O001748,2024-07-10,C0133,P0034,스포라이프 조절식 덤벨 24kg,스포츠레저,1,159000,159000,웹,배송중
O001851,2024-07-10,C0132,P0028,리빙 4계절 차렵이불 퀸,생활용품,1,62100,62100,앱,배송완료
O002012,2024-07-10,C0108,P0029,리빙 극세사 베개 2개세트,생활용품,1,29000,29000,전화,환불
O002161,2024-07-10,C0186,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,웹,배송중
O002310,2024-07-10,C0159,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송완료
O001240,2024-07-11,C0155,P0006,승승 기계식 게이밍 키보드,전자기기,2,89000,178000,앱,배송완료
O001695,2024-07-11,C0105,P0027,승승 단백질 쉐이크 2kg,식품,1,49000,49000,앱,배송완료
O000355,2024-07-12,C0054,P0008,장구 로봇청소기 CleanX,가전,1,449000,449000,앱,배송완료
O000764,2024-07-12,C0064,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,1,45000,45000,웹,배송중
O001441,2024-07-12,C0020,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송완료
O001704,2024-07-12,C0083,P0009,장구 무선 핸디 청소기,가전,2,129000,258000,웹,배송완료
O001914,2024-07-12,C0088,P0038,북하우스 코딩 입문 자습서,도서,1,28000,28000,전화,배송완료
O002219,2024-07-12,C0197,P0037,북하우스 베스트셀러 소설 세트,도서,5,37800,189000,웹,배송완료
O000615,2024-07-15,C0047,P0014,승승 데일리 코튼 후드티,패션의류,1,39000,39000,전화,환불
O001356,2024-07-15,C0004,P0039,북하우스 어린이 그림책 10권,도서,1,71200,71200,앱,배송완료
O000741,2024-07-16,C0183,P0031,리빙 친환경 주방세제 리필 5L,생활용품,1,21000,21000,웹,배송완료
O000802,2024-07-16,C0019,P0013,장구 전기포트 1.7L 온도조절,가전,1,41650,41650,앱,배송완료
O001662,2024-07-16,C0174,P0017,승승 베이직 무지 티셔츠 3팩,패션의류,1,29000,29000,전화,배송완료
O002317,2024-07-16,C0029,P0007,승승 4K 웹캠 스트리머,전자기기,2,99000,198000,전화,결제완료
O000099,2024-07-17,C0064,P0018,승승 방수 트레킹 자켓,패션의류,1,99000,99000,웹,결제완료
O000849,2024-07-17,C0049,P0020,뷰티풀 비타민C 세럼 30ml,뷰티,1,34000,34000,앱,배송중
O001348,2024-07-17,C0167,P0009,장구 무선 핸디 청소기,가전,1,103200,103200,웹,배송중
O002295,2024-07-17,C0138,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,1,186150,186150,앱,배송중
O000672,2024-07-18,C0160,P0009,장구 무선 핸디 청소기,가전,1,129000,129000,전화,배송완료
O001175,2024-07-18,C0155,P0004,승승 고속충전 보조배터리 20000mAh,전자기기,2,39000,78000,전화,배송완료
O001688,2024-07-18,C0166,P0021,뷰티풀 자외선차단 선크림 SPF50,뷰티,1,19000,19000,앱,배송완료
O002064,2024-07-18,C0134,P0017,승승 베이직 무지 티셔츠 3팩,패션의류,2,29000,58000,앱,배송완료
O000192,2024-07-19,C0172,P0033,스포라이프 요가매트 10mm,스포츠레저,1,32000,32000,웹,결제완료
O002059,2024-07-19,C0175,P0007,승승 4K 웹캠 스트리머,전자기기,1,99000,99000,앱,결제완료
O002346,2024-07-19,C0159,P0034,스포라이프 조절식 덤벨 24kg,스포츠레저,1,159000,159000,웹,배송완료
O000644,2024-07-20,C0056,P0004,승승 고속충전 보조배터리 20000mAh,전자기기,1,39000,39000,앱,배송완료
O000988,2024-07-20,C0011,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,앱,배송중
O002383,2024-07-20,C0026,P0013,장구 전기포트 1.7L 온도조절,가전,2,49000,98000,앱,취소
O000224,2024-07-21,C0125,P0003,승승 스마트워치 Fit 5,전자기기,1,159000,159000,앱,배송완료
O000356,2024-07-21,C0050,P0038,북하우스 코딩 입문 자습서,도서,1,28000,28000,앱,배송완료
O000467,2024-07-21,C0192,P0024,승승 유기농 견과류 믹스 1kg,식품,1,19550,19550,웹,배송완료
O001384,2024-07-21,C0122,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,웹,결제완료
O002198,2024-07-21,C0049,P0039,북하우스 어린이 그림책 10권,도서,3,89000,267000,웹,배송완료
O000022,2024-07-22,C0020,P0031,리빙 친환경 주방세제 리필 5L,생활용품,1,21000,21000,앱,배송완료
O001806,2024-07-22,C0173,P0001,승승 무선 블루투스 이어버드 SE,전자기기,1,79000,79000,전화,배송완료
O000290,2024-07-23,C0173,P0037,북하우스 베스트셀러 소설 세트,도서,1,42000,42000,앱,취소
O001892,2024-07-23,C0134,P0033,스포라이프 요가매트 10mm,스포츠레저,2,32000,64000,전화,배송완료
O002204,2024-07-23,C0016,P0029,리빙 극세사 베개 2개세트,생활용품,1,24650,24650,웹,배송완료
O000243,2024-07-24,C0060,P0008,장구 로봇청소기 CleanX,가전,1,404100,404100,앱,배송중
O000804,2024-07-24,C0051,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,5,24000,120000,웹,결제완료
O001333,2024-07-25,C0120,P0037,북하우스 베스트셀러 소설 세트,도서,1,42000,42000,웹,배송완료
O001984,2024-07-25,C0178,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,1,24000,24000,앱,배송완료
O000717,2024-07-26,C0064,P0014,승승 데일리 코튼 후드티,패션의류,2,35100,70200,전화,배송완료
O000785,2024-07-26,C0187,P0011,장구 에어프라이어 5.5L,가전,1,89000,89000,전화,배송완료
O001813,2024-07-26,C0011,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송완료
O000597,2024-07-27,C0104,P0003,승승 스마트워치 Fit 5,전자기기,1,159000,159000,웹,배송중
O001423,2024-07-27,C0089,P0026,승승 콜드브루 스틱 30개입,식품,5,14400,72000,웹,결제완료
O002125,2024-07-27,C0023,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,1,186150,186150,앱,배송완료
O002255,2024-07-27,C0158,P0037,북하우스 베스트셀러 소설 세트,도서,1,42000,42000,전화,배송완료
O000041,2024-07-28,C0086,P0020,뷰티풀 비타민C 세럼 30ml,뷰티,3,27200,81600,웹,배송완료
O000165,2024-07-29,C0112,P0037,북하우스 베스트셀러 소설 세트,도서,1,33600,33600,앱,배송완료
O000289,2024-07-29,C0007,P0013,장구 전기포트 1.7L 온도조절,가전,2,49000,98000,앱,배송완료
O000412,2024-07-29,C0140,P0018,승승 방수 트레킹 자켓,패션의류,1,99000,99000,전화,결제완료
O000563,2024-07-29,C0120,P0022,뷰티풀 콜라겐 수분크림,뷰티,1,29000,29000,웹,배송완료
O000759,2024-07-29,C0003,P0021,뷰티풀 자외선차단 선크림 SPF50,뷰티,3,19000,57000,앱,결제완료
O001496,2024-07-29,C0169,P0001,승승 무선 블루투스 이어버드 SE,전자기기,1,79000,79000,웹,배송완료
O001506,2024-07-29,C0126,P0022,뷰티풀 콜라겐 수분크림,뷰티,1,29000,29000,웹,취소
O001620,2024-07-29,C0002,P0029,리빙 극세사 베개 2개세트,생활용품,1,29000,29000,웹,배송완료
O001889,2024-07-29,C0170,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송완료
O000760,2024-07-30,C0174,P0028,리빙 4계절 차렵이불 퀸,생활용품,1,55200,55200,앱,배송완료
O001164,2024-07-30,C0089,P0012,장구 초고속 블렌더 1200W,가전,1,107100,107100,앱,환불
O001868,2024-07-30,C0019,P0022,뷰티풀 콜라겐 수분크림,뷰티,1,29000,29000,웹,배송완료
O002319,2024-07-30,C0013,P0008,장구 로봇청소기 CleanX,가전,1,449000,449000,전화,배송완료
O001301,2024-07-31,C0004,P0030,리빙 대용량 식기건조대,생활용품,1,31500,31500,앱,배송완료
O001691,2024-07-31,C0083,P0024,승승 유기농 견과류 믹스 1kg,식품,3,23000,69000,전화,배송완료
O000590,2024-08-01,C0085,P0003,승승 스마트워치 Fit 5,전자기기,1,127200,127200,웹,배송완료
O000617,2024-08-01,C0147,P0020,뷰티풀 비타민C 세럼 30ml,뷰티,2,28900,57800,전화,배송완료
O000634,2024-08-01,C0125,P0032,리빙 스테인리스 텀블러 500ml,생활용품,2,22000,44000,전화,배송완료
O000734,2024-08-01,C0042,P0021,뷰티풀 자외선차단 선크림 SPF50,뷰티,1,15200,15200,웹,취소
O001566,2024-08-01,C0114,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,전화,배송중
O001658,2024-08-01,C0129,P0040,북하우스 자기계발 다이어리 2026,도서,2,18000,36000,웹,배송완료
O002100,2024-08-01,C0160,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,앱,취소
O001867,2024-08-02,C0182,P0013,장구 전기포트 1.7L 온도조절,가전,3,49000,147000,웹,배송완료
O000401,2024-08-03,C0109,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,1,21600,21600,전화,배송완료
O000816,2024-08-03,C0117,P0030,리빙 대용량 식기건조대,생활용품,2,35000,70000,앱,배송완료
O001328,2024-08-03,C0003,P0030,리빙 대용량 식기건조대,생활용품,1,31500,31500,앱,배송완료
O001703,2024-08-03,C0102,P0039,북하우스 어린이 그림책 10권,도서,1,89000,89000,웹,배송완료
O002225,2024-08-03,C0152,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송중
O000639,2024-08-04,C0193,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,1,45000,45000,전화,배송완료
O001593,2024-08-04,C0129,P0032,리빙 스테인리스 텀블러 500ml,생활용품,1,22000,22000,웹,배송완료
O002131,2024-08-04,C0063,P0017,승승 베이직 무지 티셔츠 3팩,패션의류,2,29000,58000,웹,취소
O000242,2024-08-05,C0073,P0029,리빙 극세사 베개 2개세트,생활용품,1,29000,29000,웹,취소
O000527,2024-08-05,C0182,P0032,리빙 스테인리스 텀블러 500ml,생활용품,1,22000,22000,웹,배송완료
O000704,2024-08-05,C0031,P0025,승승 현미 잡곡 10kg,식품,1,39000,39000,웹,배송완료
O000460,2024-08-06,C0137,P0037,북하우스 베스트셀러 소설 세트,도서,1,42000,42000,전화,배송완료
O000912,2024-08-06,C0186,P0039,북하우스 어린이 그림책 10권,도서,2,75650,151300,전화,배송중
O001370,2024-08-06,C0078,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,웹,배송완료
O000179,2024-08-07,C0082,P0014,승승 데일리 코튼 후드티,패션의류,3,39000,117000,전화,환불
O000894,2024-08-07,C0136,P0016,승승 슬림핏 청바지,패션의류,1,59000,59000,전화,배송완료
O002232,2024-08-07,C0151,P0016,승승 슬림핏 청바지,패션의류,2,47200,94400,웹,배송완료
O001269,2024-08-08,C0067,P0039,북하우스 어린이 그림책 10권,도서,1,89000,89000,앱,배송완료
O001325,2024-08-08,C0149,P0038,북하우스 코딩 입문 자습서,도서,1,28000,28000,웹,배송완료
O002149,2024-08-08,C0094,P0005,승승 USB-C 멀티허브 7in1,전자기기,5,45000,225000,앱,배송완료
O000809,2024-08-09,C0050,P0028,리빙 4계절 차렵이불 퀸,생활용품,1,69000,69000,앱,배송중
O001330,2024-08-09,C0045,P0006,승승 기계식 게이밍 키보드,전자기기,2,89000,178000,웹,배송완료
O002236,2024-08-09,C0018,P0040,북하우스 자기계발 다이어리 2026,도서,1,18000,18000,웹,배송중
O000545,2024-08-10,C0025,P0016,승승 슬림핏 청바지,패션의류,1,59000,59000,앱,배송완료
O000820,2024-08-10,C0014,P0018,승승 방수 트레킹 자켓,패션의류,1,79200,79200,웹,배송완료
O001283,2024-08-10,C0015,P0018,승승 방수 트레킹 자켓,패션의류,3,99000,297000,웹,배송중
O001716,2024-08-10,C0015,P0029,리빙 극세사 베개 2개세트,생활용품,1,29000,29000,앱,배송완료
O001846,2024-08-10,C0116,P0009,장구 무선 핸디 청소기,가전,1,129000,129000,웹,배송완료
O002399,2024-08-10,C0076,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송완료
O001604,2024-08-11,C0197,P0028,리빙 4계절 차렵이불 퀸,생활용품,1,69000,69000,전화,배송완료
O001657,2024-08-12,C0012,P0008,장구 로봇청소기 CleanX,가전,1,449000,449000,앱,배송완료
O002162,2024-08-12,C0159,P0009,장구 무선 핸디 청소기,가전,2,129000,258000,웹,배송완료
O000974,2024-08-13,C0062,P0040,북하우스 자기계발 다이어리 2026,도서,1,18000,18000,앱,배송중
O001363,2024-08-13,C0165,P0032,리빙 스테인리스 텀블러 500ml,생활용품,2,17600,35200,웹,배송완료
O002396,2024-08-13,C0055,P0007,승승 4K 웹캠 스트리머,전자기기,3,99000,297000,전화,배송중
O001221,2024-08-14,C0074,P0036,스포라이프 러닝화 클라우드,스포츠레저,1,99000,99000,앱,배송완료
O001742,2024-08-14,C0057,P0034,스포라이프 조절식 덤벨 24kg,스포츠레저,2,127200,254400,앱,결제완료
O002364,2024-08-14,C0106,P0009,장구 무선 핸디 청소기,가전,5,129000,645000,웹,배송완료
O000417,2024-08-15,C0200,P0040,북하우스 자기계발 다이어리 2026,도서,1,16200,16200,웹,취소
O000441,2024-08-16,C0139,P0029,리빙 극세사 베개 2개세트,생활용품,1,29000,29000,앱,배송완료
O000793,2024-08-16,C0166,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,1,19200,19200,앱,배송완료
O001572,2024-08-16,C0028,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,1,40500,40500,전화,배송완료
O000553,2024-08-17,C0116,P0010,장구 공기청정기 미세 30평형,가전,1,329000,329000,앱,배송완료
O001032,2024-08-17,C0079,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,2,45000,90000,전화,배송완료
O000375,2024-08-18,C0113,P0028,리빙 4계절 차렵이불 퀸,생활용품,2,62100,124200,앱,배송완료
O000674,2024-08-18,C0199,P0013,장구 전기포트 1.7L 온도조절,가전,2,49000,98000,앱,결제완료
O001864,2024-08-18,C0169,P0020,뷰티풀 비타민C 세럼 30ml,뷰티,1,34000,34000,웹,배송완료
O001753,2024-08-20,C0197,P0022,뷰티풀 콜라겐 수분크림,뷰티,1,29000,29000,웹,배송완료
O000569,2024-08-21,C0059,P0027,승승 단백질 쉐이크 2kg,식품,1,49000,49000,앱,배송완료
O000630,2024-08-21,C0159,P0025,승승 현미 잡곡 10kg,식품,1,33150,33150,웹,배송완료
O001060,2024-08-21,C0003,P0018,승승 방수 트레킹 자켓,패션의류,5,99000,495000,웹,배송완료
O001219,2024-08-22,C0014,P0008,장구 로봇청소기 CleanX,가전,1,449000,449000,앱,배송완료
O001873,2024-08-22,C0033,P0029,리빙 극세사 베개 2개세트,생활용품,1,26100,26100,웹,배송중
O000272,2024-08-23,C0183,P0013,장구 전기포트 1.7L 온도조절,가전,1,49000,49000,웹,배송완료
O000840,2024-08-23,C0184,P0007,승승 4K 웹캠 스트리머,전자기기,1,89100,89100,앱,배송완료
O000957,2024-08-23,C0075,P0022,뷰티풀 콜라겐 수분크림,뷰티,2,29000,58000,웹,배송중
O001341,2024-08-23,C0147,P0034,스포라이프 조절식 덤벨 24kg,스포츠레저,2,159000,318000,전화,배송완료
O001693,2024-08-23,C0094,P0023,승승 프리미엄 원두커피 1kg,식품,2,28000,56000,전화,배송완료
O001820,2024-08-23,C0108,P0037,북하우스 베스트셀러 소설 세트,도서,1,42000,42000,웹,배송완료
O000368,2024-08-24,C0088,P0013,장구 전기포트 1.7L 온도조절,가전,2,49000,98000,앱,배송완료
O000594,2024-08-24,C0067,P0035,스포라이프 등산 스틱 한쌍,스포츠레저,2,45000,90000,앱,취소
O000919,2024-08-24,C0104,P0037,북하우스 베스트셀러 소설 세트,도서,2,42000,84000,앱,배송완료
O001309,2024-08-24,C0106,P0009,장구 무선 핸디 청소기,가전,1,129000,129000,전화,배송완료
O001545,2024-08-24,C0015,P0017,승승 베이직 무지 티셔츠 3팩,패션의류,1,29000,29000,웹,배송완료
O001907,2024-08-24,C0053,P0022,뷰티풀 콜라겐 수분크림,뷰티,1,29000,29000,웹,배송완료
O000011,2024-08-25,C0050,P0033,스포라이프 요가매트 10mm,스포츠레저,999,28800,28771200,앱,배송완료
O001329,2024-08-25,C0103,P0034,스포라이프 조절식 덤벨 24kg,스포츠레저,1,143100,143100,웹,배송완료
O001416,2024-08-25,C0146,P0037,북하우스 베스트셀러 소설 세트,도서,1,37800,37800,웹,배송완료
O000893,2024-08-26,C0097,P0026,승승 콜드브루 스틱 30개입,식품,1,18000,18000,앱,배송완료
O002045,2024-08-26,C0178,P0013,장구 전기포트 1.7L 온도조절,가전,5,39200,196000,웹,배송중
O002221,2024-08-26,C0078,P0010,장구 공기청정기 미세 30평형,가전,1,329000,329000,앱,배송완료
O002238,2024-08-26,C0004,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,1,219000,219000,앱,배송중
O001844,2024-08-27,C0173,P0030,리빙 대용량 식기건조대,생활용품,1,35000,35000,웹,배송완료
O002242,2024-08-27,C0035,P0010,장구 공기청정기 미세 30평형,가전,5,263200,1316000,웹,배송완료
O000372,2024-08-28,C0002,P0032,리빙 스테인리스 텀블러 500ml,생활용품,1,22000,22000,앱,배송중
O000626,2024-08-28,C0081,P0005,승승 USB-C 멀티허브 7in1,전자기기,1,38250,38250,앱,배송완료
O001053,2024-08-28,C0007,P0004,승승 고속충전 보조배터리 20000mAh,전자기기,3,39000,117000,앱,배송완료
O001631,2024-08-28,C0064,P0030,리빙 대용량 식기건조대,생활용품,1,29750,29750,앱,배송완료
O002120,2024-08-28,C0047,P0023,승승 프리미엄 원두커피 1kg,식품,1,23800,23800,전화,배송완료
O002263,2024-08-28,C0073,P0010,장구 공기청정기 미세 30평형,가전,1,279650,279650,웹,배송완료
O002010,2024-08-29,C0117,P0012,장구 초고속 블렌더 1200W,가전,1,119000,119000,앱,배송완료
O002176,2024-08-29,C0006,P0010,장구 공기청정기 미세 30평형,가전,1,329000,329000,전화,배송완료
O000897,2024-08-30,C0083,P0018,승승 방수 트레킹 자켓,패션의류,1,99000,99000,웹,결제완료
O002020,2024-08-30,C0049,P0007,승승 4K 웹캠 스트리머,전자기기,1,99000,99000,웹,배송완료
O002157,2024-08-30,C0025,P0001,승승 무선 블루투스 이어버드 SE,전자기기,1,71100,71100,전화,배송중
O000047,2024-08-31,C0083,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,1,24000,24000,전화,배송중
O001166,2024-09-01,C0156,P0030,리빙 대용량 식기건조대,생활용품,2,35000,70000,앱,배송완료
O001812,2024-09-01,C0084,P0027,승승 단백질 쉐이크 2kg,식품,1,49000,49000,앱,배송완료
O001777,2024-09-02,C0078,P0039,북하우스 어린이 그림책 10권,도서,2,75650,151300,앱,배송완료
O002035,2024-09-02,C0021,P0011,장구 에어프라이어 5.5L,가전,1,89000,89000,웹,배송완료
O000970,2024-09-03,C0087,P0018,승승 방수 트레킹 자켓,패션의류,1,99000,99000,웹,배송완료
O002303,2024-09-03,C0064,P0026,승승 콜드브루 스틱 30개입,식품,2,18000,36000,앱,배송완료
O000479,2024-09-04,C0076,P0003,승승 스마트워치 Fit 5,전자기기,2,159000,318000,전화,환불
O002247,2024-09-04,C0084,P0036,스포라이프 러닝화 클라우드,스포츠레저,5,99000,495000,전화,배송완료
O000057,2024-09-05,C0157,P0034,스포라이프 조절식 덤벨 24kg,스포츠레저,1,159000,159000,웹,배송완료
O000411,2024-09-05,C0014,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,2,219000,438000,웹,취소
O000736,2024-09-05,C0032,P0032,리빙 스테인리스 텀블러 500ml,생활용품,1,19800,19800,앱,배송완료
O000848,2024-09-05,C0048,P0019,뷰티풀 수분 진정 토너 300ml,뷰티,1,19200,19200,웹,배송완료
O002344,2024-09-05,C0175,P0015,승승 경량 패딩 점퍼,패션의류,1,119000,119000,앱,배송완료
O001105,2024-09-06,C0053,P0039,북하우스 어린이 그림책 10권,도서,1,89000,89000,앱,배송중
O002393,2024-09-06,C0135,P0026,승승 콜드브루 스틱 30개입,식품,2,18000,36000,전화,배송완료
O000222,2024-09-07,C0200,P0002,승승 노이즈캔슬링 헤드폰 Pro,전자기기,1,219000,219000,전화,배송완료
O000385,2024-09-07,C0055,P0023,승승 프리미엄 원두커피 1kg,식품,1,28000,28000,전화,배송완료
O000600,2024-09-07,C0199,P0036,스포라이프 러닝화 클라우드,스포츠레저,1,84150,84150,웹,배송완료
O000818,2024-09-07,C0097,P0031,리빙 친환경 주방세제 리필 5L,생활용품,2,16800,33600,앱,배송중
O000426,2024-09-08,C0128,P0033,스포라이프 요가매트 10mm,스포츠레저,1,32000,32000,앱,결제완료
O001081,2024-09-08,C0100,P0008,장구 로봇청소기 CleanX,가전,1,449000,449000,웹,배송완료
O001174,2024-09-08,C0032,P0011,장구 에어프라이어 5.5L,가전,1,75650,75650,앱,배송완료
O001292,2024-09-08,C0095,P0031,리빙 친환경 주방세제 리필 5L,생활용품,1,21000,21000,전화,배송중
